Filename,Age,Mean F0,Mean Confidence,Fallback Used
14Y-113A-F2.wav,14.0,355.1205024999752,0.6105923696607352,"No Fallback, 90% Confidence"
7.5Y-013B-F4-01.wav,7.5,498.10027230860175,0.6640849718824029,"No Fallback, 90% Confidence"
2Y-000B-F1-WO-06.wav,2.0,672.8242656110752,0.7267865196603244,"No Fallback, 90% Confidence"
0Y-109A-X1-03.wav,0.0,806.3870482179262,0.6443113192915917,Fallback to Mid Confidence (75%)
8Y-020AB-M9-02.wav,8.0,698.6076562879686,0.6360661540837849,"No Fallback, 90% Confidence"
5Y-000A-F1-04.wav,5.0,661.0235142752128,0.7488628194520348,"No Fallback, 90% Confidence"
0Y-3month-042A-04.wav,0.0,668.1209402066619,0.7896677130147031,"No Fallback, 90% Confidence"
0Y-3month-042A-10.wav,0.0,592.8603614725679,0.9025594635921366,"No Fallback, 90% Confidence"
0Y-8week-046A-14.wav,0.0,805.1870484062943,0.6181860620440063,"No Fallback, 90% Confidence"
1Y-065A-F-04.wav,1.0,418.54601930460876,0.5552350519597531,"No Fallback, 90% Confidence"
14Y-051A-F1-08.wav,14.0,580.6111709575249,0.5132628659484908,"No Fallback, 90% Confidence"
0Y-8week-046A-28.wav,0.0,686.7422736020666,0.6262026177002833,"No Fallback, 90% Confidence"
0Y-5wks-014B-X1-02.wav,0.0,1642.3514219161766,0.351263331634982,Fallback to Mid Confidence (75%)
15Y-024A-M1-02.wav,15.0,529.7274438698555,0.3261579737300053,Fallback to Mid Confidence (75%)
15Y-106A-M2-AT-01.wav,15.0,794.15348567264,0.3212984579435566,Fallback to Low Confidence (50%)
8Y-020AB-M5-02.wav,8.0,360.0058321597273,0.4207603862775224,Fallback to Mid Confidence (75%)
5Y-000A-F3-01.wav,5.0,501.3703688066269,0.48802914822765864,Fallback to Mid Confidence (75%)
6Y-002B-M5-01.wav,6.0,564.6016176776646,0.6759789387174582,"No Fallback, 90% Confidence"
6Y-023B-M1-01.wav,6.0,553.6728921261667,0.7651414193567776,"No Fallback, 90% Confidence"
8Y-005A-M2-01.wav,8.0,313.78569528161586,0.4932571206241846,"No Fallback, 90% Confidence"
6Y-009A-F1-02.wav,6.0,549.4777122163708,0.5681070220680573,Fallback to Mid Confidence (75%)
2Y-006A-M2-01.wav,2.0,679.5465555613854,0.5151386833577244,Fallback to Mid Confidence (75%)
8Y-020AB-M5-03.wav,8.0,519.2073104866141,0.6049451221312795,Fallback to Mid Confidence (75%)
0Y-5wks-014B-X1-03.wav,0.0,1847.3319928844508,0.3025740665634946,Fallback to Mid Confidence (75%)
0Y-8week-046A-29.wav,0.0,914.3739401623827,0.7606523365185067,"No Fallback, 90% Confidence"
0Y-8week-046A-15.wav,0.0,632.2878071435266,0.6755228419619871,"No Fallback, 90% Confidence"
1Y-065A-F-05.wav,1.0,875.1628771822806,0.7518187122685569,"No Fallback, 90% Confidence"
0Y-3month-042A-11.wav,0.0,653.7975244268517,0.917116748564171,"No Fallback, 90% Confidence"
0Y-3month-042A-05.wav,0.0,637.0399124067084,0.9292063233899135,"No Fallback, 90% Confidence"
5Y-000A-F9-HD-01.wav,5.0,843.4219606728029,0.3424938577650623,Fallback to Low Confidence (50%)
0Y-8week-046A-01.wav,0.0,1126.0752511757942,0.7891784794330597,"No Fallback, 90% Confidence"
5Y-000A-F1-05.wav,5.0,633.0123612587527,0.6984467489378793,"No Fallback, 90% Confidence"
1Y-062A-X-01.wav,1.0,931.3326013760052,0.8575733309024133,"No Fallback, 90% Confidence"
18Y-117A-F1-01.wav,18.0,298.07803776956604,0.25094759658626886,Fallback to Low Confidence (50%)
0Y-109A-X1-02.wav,0.0,767.2065687710663,0.625310902543571,Fallback to Mid Confidence (75%)
14Y-113A-F3.wav,14.0,351.62559646829374,0.4532965909569494,"No Fallback, 90% Confidence"
3Y-071A-X-03.wav,3.0,504.7803656019091,0.7958654014687789,"No Fallback, 90% Confidence"
2.5Y-021A-M4.wav,2.5,807.4229256990699,0.8084313250505007,"No Fallback, 90% Confidence"
2Y-068A-X-04.wav,2.0,563.0537935693245,0.8037552032849671,"No Fallback, 90% Confidence"
6Y-007A-M2-04.wav,6.0,547.3513480990118,0.4309884444401975,Fallback to Mid Confidence (75%)
7Y-019A-X2-02.wav,7.0,925.8307425157923,0.8006612045897378,"No Fallback, 90% Confidence"
10Y-101A-F1-GH-09.wav,10.0,510.8165186903038,0.652252364031812,"No Fallback, 90% Confidence"
10Y-103A-M1-NC-28.wav,10.0,494.26776506700685,0.7940303573554213,"No Fallback, 90% Confidence"
10Y-103A-M1-NC-14.wav,10.0,458.88759976961745,0.7950770964747981,"No Fallback, 90% Confidence"
